dim,rows,mode,dtype,scale,activated,round,original128_ms,original256_ms,auto_ms,baseline_ms,reduction_percent
16,4095,hadamard,bf16,1.0,False,3,0.0015680000185966491,0.0013431999832391739,0.0015664000064134597,0.0015680000185966491,0.10204159210542851
2,4097,hadamard,fp16,1.0,True,3,0.0015351999551057815,0.0013088000006973744,0.0009151999838650227,0.0013088000006973744,30.07335090331814
8,16384,hadamard,bf16,1.0,True,3,0.0029759999364614488,0.002187200076878071,0.0013295999728143216,0.002187200076878071,39.209952172636
8,4096,hadamard_int4,bf16,1.0,True,3,0.0018039999529719352,0.0016591999679803847,0.0011552000418305398,0.0016591999679803847,30.376080995428477
8,64,hadamard_int4,fp16,1.0,True,3,0.0011487999930977822,0.0011632000096142292,0.0010056000202894211,0.0011487999930977822,12.465178766428863
4,257,hadamard_int4,fp16,1.0,True,3,0.0012079999782145024,0.0011552000418305398,0.0010607999749481678,0.0011552000418305398,8.171750646129194
2,4096,hadamard,fp16,1.0,True,3,0.0015344000421464443,0.0013199999928474426,0.0009031999856233597,0.0013199999928474426,31.575758294133117
1,4096,hadamard_int4,fp16,1.0,True,3,0.001764800027012825,0.001559200044721365,0.000938399974256754,0.001559200044721365,39.81529326954005
256,17,hadamard,fp16,1.0,False,3,0.0010375999845564365,0.001190400030463934,0.0010408000089228153,0.0010375999845564365,-0.30840636218270046
4,255,hadamard_int4,bf16,1.0,False,3,0.0011768000200390815,0.0011512000113725663,0.0011776000261306762,0.0011768000200390815,-0.06798148181270669
4,16384,hadamard_int4,fp16,1.0,True,3,0.003283175081014633,0.0031615998595952988,0.0013039999641478062,0.0031615998595952988,58.75506003107158
2,16384,hadamard,bf16,1.0,True,3,0.0029567999765276907,0.002136800065636635,0.0010263999924063683,0.002136800065636635,51.96555780240655
4,16384,hadamard,fp16,1.0,True,3,0.002955999970436096,0.0021335000172257425,0.0011191999539732933,0.0021335000172257425,47.54160089351092
8,63,hadamard_int4,fp16,1.0,False,3,0.0011407749727368355,0.001154400035738945,0.0011407500132918358,0.0011407749727368355,0.0021879376385536276
2,4097,hadamard,bf16,1.0,True,3,0.0015304000116884708,0.0013079499825835229,0.0009056000038981437,0.0013079499825835229,30.761878056731106
1,4096,hadamard,bf16,1.0,True,3,0.0015048000030219554,0.0012864000163972378,0.0008663999848067761,0.0012864000163972378,32.64925577090217
2,4096,hadamard_int4,bf16,1.0,True,3,0.001799199916422367,0.0016103999689221383,0.0010703999549150466,0.0016103999689221383,33.53204324566155
8,65,hadamard_int4,bf16,1.0,True,3,0.0011367999948561191,0.0011559000238776207,0.0010648000054061413,0.0011367999948561191,6.333567010535623
2,1,hadamard_int4,bf16,1.0,True,3,0.001107999961823225,0.0011047749780118466,0.0010375999845564365,0.0011047749780118466,6.080423144294789
4,256,hadamard_int4,bf16,1.0,True,3,0.0011792000383138656,0.0011599999852478504,0.0010599999688565731,0.0011599999852478504,8.620691177846085
256,17,hadamard,bf16,1.0,False,3,0.0010544000193476676,0.0011935999616980552,0.001053600013256073,0.0010544000193476676,0.07587311048131706
16,16384,hadamard,bf16,1.0,True,3,0.002996000088751316,0.0022352000698447226,0.0016168000176548958,0.0022352000698447226,27.666429530524606
2,4096,hadamard_int4,fp16,1.0,True,3,0.0017976000905036925,0.0016047999262809754,0.0010615750215947628,0.0016047999262809754,33.850008078271955
8,16384,hadamard_int4,fp16,1.0,True,3,0.003315100073814392,0.00323759987950325,0.0014800000004470347,0.00323759987950325,54.28712455122424
1,4097,hadamard,bf16,1.0,True,3,0.0015104000456631183,0.0012935999780893325,0.0008679750375449657,0.0012935999780893325,32.90236145280565
2,4095,hadamard,fp16,1.0,False,3,0.0015295499935746193,0.0013063999824225903,0.0015296000055968761,0.0015295499935746193,-0.003269721321097485
4,16384,hadamard,bf16,1.0,True,3,0.0029543999582529066,0.002133600041270256,0.0011207999661564827,0.002133600041270256,47.469068969027326
1,1,hadamard_int4,bf16,1.0,True,3,0.0010751999914646148,0.0010727999731898307,0.0010111999697983264,0.0010727999731898307,5.7419840539653215
2,1,hadamard_int4,fp16,1.0,True,3,0.001110399980098009,0.0011071999557316302,0.0010391499847173691,0.0011071999557316302,6.146132020868289
32,17,hadamard,bf16,1.0,False,3,0.0009135999716818333,0.0009159999899566174,0.000914399977773428,0.0009135999716818333,-0.08756634373816574
16,65,hadamard_int4,fp16,1.0,False,3,0.0011632000096142292,0.001170399971306324,0.0011632000096142292,0.0011632000096142292,0.0
4,4097,hadamard,bf16,1.0,True,3,0.0015192000195384026,0.0013086999766528606,0.0009591249749064445,0.0013086999766528606,26.711622830504766
4,4097,hadamard,fp16,1.0,True,3,0.0015296000055968761,0.0013120000250637532,0.0009615999646484852,0.0013120000250637532,26.707321167790465
1,16384,hadamard_int4,bf16,1.0,True,3,0.003198400139808655,0.002975199930369854,0.0009920000098645686,0.002975199930369854,66.65770257189907
2,4095,hadamard,bf16,1.0,False,3,0.0015296000055968761,0.001309600006788969,0.0015295750461518764,0.0015296000055968761,0.00163176287318878
16,4096,hadamard_int4,bf16,1.0,False,3,0.0018120000138878822,0.0016607999801635741,0.0018136000260710716,0.0018120000138878822,-0.08830089243523354
1,4097,hadamard,fp16,1.0,True,3,0.0015096000395715236,0.0012864000163972378,0.0008678999729454517,0.0012864000163972378,32.532652216832226
2,16384,hadamard_int4,bf16,1.0,True,3,0.0032712001353502273,0.0031447999179363252,0.0011959999799728393,0.0031447999179363252,61.968964284453556
8,4096,hadamard,bf16,1.0,True,3,0.0015464000403881072,0.0013430749997496605,0.00104799997061491,0.0013430749997496605,21.970108087020478
16,4097,hadamard,bf16,1.0,True,3,0.001559200044721365,0.0013327999971807004,0.0011575999669730663,0.0013327999971807004,13.145260397526881
16,4096,hadamard,bf16,1.0,True,3,0.001556800026446581,0.0013327999971807004,0.0011392000131309032,0.0013327999971807004,14.52580915811248
1,1,hadamard_int4,fp16,1.0,True,3,0.0010688000358641148,0.001065600011497736,0.0010048000141978264,0.001065600011497736,5.705705390754757
8,4096,hadamard,fp16,1.0,True,3,0.0015448000282049178,0.0013439999893307686,0.0010383999906480312,0.0013439999893307686,22.738095320589093
2,16384,hadamard_int4,fp16,1.0,True,3,0.0032680001109838485,0.0031279999762773513,0.0011671249754726886,0.0031279999762773513,62.687820194241496
8,65,hadamard_int4,fp16,1.0,True,3,0.001142400037497282,0.001155999954789877,0.001065600011497736,0.001142400037497282,6.722691130840297
4,4095,hadamard,fp16,1.0,False,3,0.0015304000116884708,0.0013112000189721585,0.0015296000055968761,0.0015304000116884708,0.052274312956390734
8,16384,hadamard_int4,bf16,1.0,True,3,0.0033135998994112013,0.0032311998307704925,0.0015159999951720239,0.0032311998307704925,53.08244384221425
4,257,hadamard_int4,bf16,1.0,True,3,0.0012040000408887863,0.001152000017464161,0.0010639999993145466,0.001152000017464161,7.638890348571725
4,4096,hadamard,fp16,1.0,True,3,0.0015224000439047814,0.001307199988514185,0.0009432000108063221,0.001307199988514185,27.845775773116365
4,4095,hadamard,bf16,1.0,False,3,0.0015255999751389027,0.0013104000128805638,0.0015263999812304974,0.0015255999751389027,-0.05243878504401778
2,2,hadamard_int4,fp16,1.0,True,3,0.001106400042772293,0.001104000024497509,0.0010343999601900578,0.001104000024497509,6.304353511145077
16,4097,hadamard,fp16,1.0,True,3,0.0015560000203549862,0.001328799966722727,0.0011575999669730663,0.001328799966722727,12.883805240595992
8,4097,hadamard,fp16,1.0,True,3,0.001548799965530634,0.0013360000215470792,0.0010471249930560588,0.0013360000215470792,21.622382023355424
8,63,hadamard_int4,bf16,1.0,False,3,0.001155999954789877,0.0011632000096142292,0.001155999954789877,0.001155999954789877,0.0
64,65,hadamard_int4,bf16,1.0,False,3,0.001104000024497509,0.0011288000270724297,0.0011032000184059143,0.001104000024497509,0.07246431828286104
1,2,hadamard_int4,bf16,1.0,True,3,0.0010792000219225883,0.0010759999975562095,0.001013499964028597,0.0010759999975562095,5.808553315015019
2,2,hadamard_int4,bf16,1.0,True,3,0.0011136000044643878,0.0011095999740064143,0.0010400000028312206,0.0011095999740064143,6.272528190847948
8,4095,hadamard,fp16,1.0,False,3,0.0015519999898970128,0.0013488000258803368,0.0015495999716222287,0.0015519999898970128,0.15464035376335783
16,4096,hadamard,fp16,1.0,True,3,0.0015607999637722969,0.001333600003272295,0.0011487999930977822,0.001333600003272295,13.857229283223116
8,4095,hadamard,bf16,1.0,False,3,0.0015456000342965125,0.0013472000136971474,0.0015464000403881072,0.0015456000342965125,-0.05176022734489916
1,4096,hadamard_int4,bf16,1.0,True,3,0.0017567999660968781,0.001548799965530634,0.0009479999542236328,0.001548799965530634,38.79132390742023
32,17,hadamard,fp16,1.0,False,3,0.0009159499779343605,0.0009159999899566174,0.0009159999899566174,0.0009159499779343605,-0.005460125930634163
16,4096,hadamard_int4,fp16,1.0,False,3,0.0018271999433636665,0.0016543999314308166,0.001828799955546856,0.0018271999433636665,-0.08756634373816574
4,4096,hadamard,bf16,1.0,True,3,0.00153590003028512,0.0013191250152885913,0.0009423750452697277,0.0013191250152885913,28.560596278013893
