dtype,M,N,method,round,category,block_dim,off_median_ms,on_median_ms,off_over_on_ratio,latency_reduction_pct,improvement_ge5pct,regression_ge5pct
fp16,257,64,scalar_fused,1,control,32,0.0918919980526,0.0910120010376,1.0096690217220523,0.9576427040973412,False,False
fp16,257,64,vector_fused,1,vector_path,32,0.0583320021629,0.0451559990644,1.291788541312281,22.587949341605366,True,False
fp16,257,64,quant_only,1,control,32,0.0343800008297,0.0343800008297,1.0,0.0,False,False
fp16,257,128,scalar_transform,1,control,32,0.140251994133,0.137855994701,1.0173804515153422,1.7083532015437095,False,False
fp16,257,128,vector_transform,1,vector_path,32,0.0500320017338,0.0241840004921,2.068805851626722,51.662936412631936,True,False
fp16,257,128,scalar_split,1,control,32,0.202035999298,0.199855995178,1.0109078745326523,1.079017663968154,False,False
fp16,257,128,vector_split,1,vector_path,32,0.112108004093,0.0863200008869,1.2987488755924421,23.00282073054067,True,False
fp16,257,128,scalar_fused,1,control,32,0.188815999031,0.187567996979,1.00665359801299,0.6609620256782834,False,False
fp16,257,128,vector_fused,1,vector_path,32,0.104843997955,0.0790799975395,1.3257966769995286,24.573653159008824,True,False
fp16,257,128,quant_only,1,control,32,0.0625280022621,0.0624360024929,1.0014735051176675,0.1471337094928338,False,False
fp16,257,256,scalar_transform,1,control,32,0.301740002632,0.296031999588,1.0192817095852613,1.8916958289290624,False,False
fp16,257,256,vector_transform,1,vector_path,32,0.092040002346,0.0392320007086,2.3460440631013757,57.37505464078794,True,False
fp16,257,256,scalar_split,1,control,32,0.419759988785,0.414111995697,1.0136388057981602,1.345529168787177,False,False
fp16,257,256,vector_split,1,vector_path,32,0.210396003723,0.157167994976,1.3386695157314188,25.298963766002945,True,False
fp16,257,256,scalar_fused,1,control,32,0.396043992043,0.393971991539,1.005259258395263,0.5231743305362556,False,False
fp16,257,256,vector_fused,1,vector_path,32,0.201300001144,0.149567997456,1.3458761537756,25.69895846696668,True,False
fp16,257,256,quant_only,1,control,32,0.11883200407,0.118599998951,1.00195619832253,0.19523790818450829,False,False
fp16,4096,16,scalar_transform,1,control,32,0.228972005844,0.224927997589,1.0179791235344093,1.7661583738560547,False,False
fp16,4096,16,vector_transform,1,vector_path,32,0.164344000816,0.111228001118,1.47754161869411,32.32001133857562,True,False
fp16,4096,16,scalar_split,1,control,32,0.391012001038,0.386579990387,1.0114646664628533,1.133471770491577,False,False
fp16,4096,16,vector_split,1,vector_path,32,0.326415991783,0.273052000999,1.1954352672339341,16.348460898777336,True,False
fp16,4096,16,scalar_fused,1,control,32,0.327512001991,0.326275992393,1.0037882333570876,0.37739368037998994,False,False
fp16,4096,16,vector_fused,1,vector_path,32,0.271652007103,0.224744009972,1.2087174520773396,17.26767920150662,True,False
fp16,4096,16,quant_only,1,control,32,0.163108003139,0.162135994434,1.0059950210833393,0.5959294984266696,False,False
fp16,4096,64,scalar_transform,1,control,32,0.90743598938,0.892220020294,1.0170540547621718,1.6768090823019037,False,False
fp16,4096,64,vector_transform,1,vector_path,32,0.334091997147,0.136948001385,2.43955365370957,59.00889498866294,True,False
fp16,4096,64,scalar_split,1,control,32,1.35559597015,1.33945598602,1.0120496562025585,1.1906190697965953,False,False
fp16,4096,64,vector_split,1,vector_path,32,0.782255983353,0.584195995331,1.3390300337642354,25.319076138357083,True,False
fp16,4096,64,scalar_fused,1,control,32,1.26204004288,1.25516796112,1.0054750296158517,0.5445216892102621,False,False
fp16,4096,64,vector_fused,1,vector_path,32,0.728448009491,0.544199991226,1.3385667424395158,25.293228324385492,True,False
fp16,4096,64,quant_only,1,control,32,0.448744010925,0.447887992859,1.0019112324501842,0.19075866087560245,False,False
fp16,4096,128,scalar_transform,1,control,32,1.9523399353,1.91879196167,1.0174839035706622,1.718346944782693,False,False
fp16,4096,128,vector_transform,1,vector_path,32,0.550871992111,0.1662520051,3.313475779011823,69.82021095991745,True,False
fp16,4096,128,scalar_split,1,control,32,2.79581604004,2.76069602966,1.012721433291707,1.2561631336623116,False,False
fp16,4096,128,vector_split,1,vector_path,32,1.39495601654,1.00777597427,1.3841925707253147,27.755716859829576,True,False
fp16,4096,128,scalar_fused,1,control,32,2.63494796753,2.62121601105,1.0052387733105976,0.5211471592310934,False,False
fp16,4096,128,vector_fused,1,vector_path,32,1.3254360199,0.957824039459,1.3837990750875655,27.735173552076482,True,False
fp16,4096,128,quant_only,1,control,32,0.844223976135,0.842123985291,1.002493683686345,0.24874806963125418,False,False
fp16,4096,256,scalar_transform,1,control,32,4.23415603638,4.16209983826,1.0173124626799255,1.7017841926677058,False,False
fp16,4096,256,vector_transform,1,vector_path,32,0.988860034943,0.223907995224,4.416367686887347,77.35695777846794,True,False
fp16,4096,256,scalar_split,1,control,32,5.86515197754,5.78869590759,1.0132078228275478,1.303565026836143,False,False
fp16,4096,256,vector_split,1,vector_path,32,2.61998806,1.85055999756,1.4157812032328085,29.36761713486587,True,False
fp16,4096,256,scalar_fused,1,control,32,5.5702041626,5.5443321228,1.0046663942972691,0.4644720201408765,False,False
fp16,4096,256,vector_fused,1,vector_path,32,2.53436393738,1.79747200012,1.4099601758529785,29.076011001868647,True,False
fp16,4096,256,quant_only,1,control,32,1.63182792664,1.62710800171,1.002900806169621,0.2892415831930626,False,False
fp16,16384,16,scalar_transform,1,control,32,0.90375995636,0.887588024139,1.0182200883531383,1.7894057052643009,False,False
fp16,16384,16,vector_transform,1,vector_path,32,0.641552019119,0.43015999794,1.4914264975621596,32.950098336420226,True,False
fp16,16384,16,scalar_split,1,control,32,1.50939598083,1.49301595688,1.0109710977130009,1.0852038933476311,False,False
fp16,16384,16,vector_split,1,vector_path,32,1.24756803513,1.03574399948,1.2045138912282836,16.978956632848277,True,False
fp16,16384,16,scalar_fused,1,control,32,1.29091997147,1.28700399399,1.00304270810214,0.3033478113705787,False,False
fp16,16384,16,vector_fused,1,vector_path,32,1.06415195465,0.870788002014,1.2220562894628528,18.170708778108434,True,False
fp16,16384,16,quant_only,1,control,32,0.606612014771,0.605452013016,1.0019159268283238,0.19122630722009049,False,False
fp16,16384,64,scalar_transform,1,control,32,3.61022415161,3.55336418152,1.0160017288364958,1.5749706306918108,False,False
fp16,16384,64,vector_transform,1,vector_path,32,1.30580797195,0.519267988205,2.514709170622867,60.233970127356294,True,False
fp16,16384,64,scalar_split,1,control,32,5.3860118866,5.3245639801,1.0115404579097285,1.1408795189048597,False,False
fp16,16384,64,vector_split,1,vector_path,32,3.08101196289,2.29095191956,1.3448610320384806,25.642874901041314,True,False
fp16,16384,64,scalar_fused,1,control,32,5.02936401367,5.00111999512,1.0056475386668506,0.5615823088810489,False,False
fp16,16384,64,vector_fused,1,vector_path,32,2.88326396942,2.14636001587,1.3433272834479753,25.557977395258625,True,False
fp16,16384,64,quant_only,1,control,32,1.77716407776,1.77166805267,1.0031021754226008,0.3092581691684544,False,False
fp16,16384,128,scalar_transform,1,control,32,7.79677963257,7.66271972656,1.0174950814846235,1.7194266393009596,False,False
fp16,16384,128,vector_transform,1,vector_path,32,2.16543998718,0.624172019958,3.469299997340013,71.17574148194964,True,False
fp16,16384,128,scalar_split,1,control,32,11.1529556274,11.0113723755,1.0128579115365328,1.2694684407437777,False,False
fp16,16384,128,vector_split,1,vector_path,32,5.52283210754,3.97262802124,1.390221303885413,28.069006193101494,True,False
fp16,16384,128,scalar_fused,1,control,32,10.5197357178,10.4642562866,1.0053018035568417,0.5273842678968238,False,False
fp16,16384,128,vector_fused,1,vector_path,32,5.25418014526,3.78347206116,1.3887191606878382,27.991200214685886,True,False
fp16,16384,128,quant_only,1,control,32,3.35701217651,3.34852409363,1.0025348728701542,0.2528463536532168,False,False
fp16,16384,256,scalar_transform,1,control,32,16.9206314087,16.630355835,1.017454561801323,1.7155126584150464,False,False
fp16,16384,256,vector_transform,1,vector_path,32,3.87872009277,0.817216014862,4.746260501790318,78.93078140943183,True,False
fp16,16384,256,scalar_split,1,control,32,23.4251602173,23.1184326172,1.0132676641699228,1.3093938195286074,False,False
fp16,16384,256,vector_split,1,vector_path,32,10.3835601807,7.30355987549,1.421712200312914,29.662276248322023,True,False
fp16,16384,256,scalar_fused,1,control,32,22.263444519,22.154284668,1.0049272568550893,0.49030980317013517,False,False
fp16,16384,256,vector_fused,1,vector_path,32,10.0536880493,7.1064956665,1.4147181003279938,29.31453978229613,True,False
fp16,16384,256,quant_only,1,control,32,6.50510406494,6.48734436035,1.0027375923958262,0.27301184443333315,False,False
bf16,1,16,scalar_transform,1,control,32,0.00729999989271,0.00725200027227,1.0066188111745582,0.6575290567871709,False,False
bf16,1,16,vector_transform,1,vector_path,32,0.00751200020313,0.00742800012231,1.0113085728913367,1.1182119082611293,False,False
bf16,1,16,scalar_split,1,control,32,0.0133039996028,0.0129280000925,1.029084120328722,2.8262140824242534,False,False
bf16,1,16,vector_split,1,vector_path,32,0.0129120007157,0.0128360003233,1.005920878037222,0.5886027585762943,False,False
bf16,1,16,scalar_fused,1,control,32,0.00730800032616,0.00743200033903,0.9833153919249977,-1.6967707626684698,False,False
bf16,1,16,vector_fused,1,vector_path,32,0.00759999975562,0.00772000029683,0.9844558890419636,-1.5789545403769603,False,False
bf16,1,16,quant_only,1,control,32,0.00740799978375,0.00745600014925,0.9935621828676025,-0.6479531169168328,False,False
bf16,1,64,scalar_transform,1,control,32,0.0108159996569,0.0108640000224,0.9955817042156635,-0.4437903755791975,False,False
bf16,1,64,vector_transform,1,vector_path,32,0.0107280001044,0.0107239998877,1.0003730153619816,0.03728762734034495,False,False
bf16,1,64,scalar_split,1,control,32,0.0172720000148,0.0174079999328,0.9921875046803194,-0.7874010993716118,False,False
bf16,1,64,vector_split,1,vector_path,32,0.0170000001788,0.0172600001097,0.9849362729288813,-1.5294113421494842,False,False
bf16,1,64,scalar_fused,1,control,32,0.0136199995875,0.0138040006161,0.9866704563613686,-1.3509620717526964,False,False
bf16,1,64,vector_fused,1,vector_path,32,0.0134599998593,0.0124839998782,1.0781800697390527,7.251114348457041,True,False
bf16,1,64,quant_only,1,control,32,0.00827199965715,0.0085199996829,0.9708920146736921,-2.9980661995753266,False,False
bf16,1,128,scalar_transform,1,control,32,0.0202240005136,0.0183239996433,1.1036892003539587,9.394782545729816,True,False
bf16,1,128,vector_transform,1,vector_path,32,0.0167999997735,0.0150999993086,1.112582817399984,10.119050522736002,True,False
bf16,1,128,scalar_split,1,control,32,0.0298839986324,0.028044000268,1.065611123477971,6.1571357535972,True,False
bf16,1,128,vector_split,1,vector_path,32,0.0264800012112,0.0248799994588,1.0643087535049798,6.042302413956318,True,False
bf16,1,128,scalar_fused,1,control,32,0.0261759996414,0.0241520002484,1.083802557642574,7.732271625641536,True,False
bf16,1,128,vector_fused,1,vector_path,32,0.0236000001431,0.0203920006752,1.1573165634405578,13.59321800189875,True,False
bf16,1,128,quant_only,1,control,32,0.0100960001349,0.0105439998209,0.9575114099383814,-4.437397781437711,False,False
bf16,1,256,scalar_transform,1,control,32,0.0387760013342,0.0368039995432,1.0535811818138212,5.0856244149669765,True,False
bf16,1,256,vector_transform,1,vector_path,32,0.0335799992085,0.0273999989033,1.2255474654218215,18.403813135396614,True,False
bf16,1,256,scalar_split,1,control,32,0.0545199990273,0.0538359999657,1.0127052355679431,1.254583774400838,False,False
bf16,1,256,vector_split,1,vector_path,32,0.0503040015697,0.0445160001516,1.1300206981397445,11.50604571701972,True,False
bf16,1,256,scalar_fused,1,control,32,0.0499399989843,0.0483159989119,1.0336120562334068,3.2519024938517758,False,False
bf16,1,256,vector_fused,1,vector_path,32,0.0450439989567,0.0391240000725,1.1513137427980205,13.14270273802908,True,False
bf16,1,256,quant_only,1,control,32,0.0189199998975,0.0172519996762,1.096684457025645,8.816068870700173,True,False
bf16,17,16,scalar_transform,1,control,32,0.00729999989271,0.00732399970293,0.9967231279091398,-0.3287645283935795,False,False
bf16,17,16,vector_transform,1,vector_path,32,0.00764399990439,0.00740000009537,1.0329729467399147,3.192043590684357,False,False
bf16,17,16,scalar_split,1,control,32,0.0124760001898,0.0132760003209,0.9397408773905658,-6.412312591611348,False,True
bf16,17,16,vector_split,1,vector_path,32,0.0135159999132,0.0130280002952,1.0374577530658944,3.610532858345248,False,False
bf16,17,16,scalar_fused,1,control,32,0.00835200026631,0.00845199972391,0.9881685446206169,-1.19731147523275,False,False
bf16,17,16,vector_fused,1,vector_path,32,0.00833199992776,0.00801599994302,1.039421156061155,3.792606666824046,False,False
bf16,17,16,quant_only,1,control,32,0.00740000009537,0.00745600014925,0.9924892633102169,-0.7567574751118961,False,False
bf16,17,64,scalar_transform,1,control,32,0.0117919996381,0.0119439996779,0.987273941401619,-1.2890098750417756,False,False
bf16,17,64,vector_transform,1,vector_path,32,0.0112719997764,0.0105559997261,1.0678287295261737,6.352023283384706,True,False
bf16,17,64,scalar_split,1,control,32,0.0197479993105,0.0195319995284,1.011058764453989,1.0937805835609575,False,False
bf16,17,64,vector_split,1,vector_path,32,0.0193639993668,0.018452000618,1.0494254670634653,4.709764401065,False,False
bf16,17,64,scalar_fused,1,control,32,0.0151999995112,0.0150120005012,1.012523248316237,1.236835631879295,False,False
bf16,17,64,vector_fused,1,vector_path,32,0.0146999999881,0.0132719993591,1.1075949892975911,9.71429000106123,True,False
bf16,17,64,quant_only,1,control,32,0.00933599993587,0.00938400030136,0.9948848717019924,-0.5141427358581678,False,False
bf16,17,128,scalar_transform,1,control,32,0.0200599998236,0.0217920005322,0.9205212616418219,-8.634101315207165,False,True
bf16,17,128,vector_transform,1,vector_path,32,0.0182400003076,0.0160840004683,1.1340462432557912,11.820174358229952,True,False
bf16,17,128,scalar_split,1,control,32,0.0314639985561,0.0328079998493,0.9590343422526967,-4.271552742426117,False,False
bf16,17,128,vector_split,1,vector_path,32,0.0296079993248,0.0288560003042,1.026060403821473,2.53985084351888,False,False
bf16,17,128,scalar_fused,1,control,32,0.0263240009546,0.0276840001345,0.9508741809965113,-5.166384784157775,False,True
bf16,17,128,vector_fused,1,vector_path,32,0.0246720001101,0.0235080003738,1.0495150466986252,4.71789774280803,False,False
bf16,17,128,quant_only,1,control,32,0.0118720002472,0.0121919997036,0.9737533247884257,-2.6954131547922646,False,False
bf16,17,256,scalar_transform,1,control,32,0.040340000391,0.0386079996824,1.0448611873924551,4.293506920704967,False,False
bf16,17,256,vector_transform,1,vector_path,32,0.03492000103,0.0276120007038,1.2646675409215917,20.927835368394327,True,False
bf16,17,256,scalar_split,1,control,32,0.0572120010853,0.056547999382,1.0117422669335205,1.1605986343844334,False,False
bf16,17,256,vector_split,1,vector_path,32,0.0519879996777,0.0460399985313,1.129192035971858,11.441104068774864,True,False
bf16,17,256,scalar_fused,1,control,32,0.050271999836,0.0497880011797,1.0097211907453987,0.962759901891562,False,False
bf16,17,256,vector_fused,1,vector_path,32,0.0461800009012,0.0403640002012,1.1440888086168204,12.594197891946932,True,False
bf16,17,256,quant_only,1,control,32,0.0188480004668,0.0190119996667,0.9913739110680059,-0.870114578938362,False,False
bf16,257,16,scalar_transform,1,control,32,0.0194959998131,0.0193839997053,1.0057779668542493,0.5744773741982832,False,False
bf16,257,16,vector_transform,1,vector_path,32,0.0155560001731,0.0126120001078,1.2334284839943237,18.925173775652638,True,False
bf16,257,16,scalar_split,1,control,32,0.0347999989986,0.0352279990911,0.9878505704683032,-1.2298853586668692,False,False
bf16,257,16,vector_split,1,vector_path,32,0.0314280003309,0.0288159996271,1.090644112215477,8.311062352993176,True,False
bf16,257,16,scalar_fused,1,control,32,0.0261920005083,0.0264120012522,0.9916704250541531,-0.8399539539955564,False,False
bf16,257,16,vector_fused,1,vector_path,32,0.0232840001583,0.0204480007291,1.1386932378755263,12.180035259916702,True,False
bf16,257,16,quant_only,1,control,32,0.0163159996271,0.016859999299,0.9677343004437573,-3.33414859238194,False,False
bf16,257,64,scalar_transform,1,control,32,0.066320002079,0.0651880025864,1.0173651507591392,1.7068749353348418,False,False
bf16,257,64,vector_transform,1,vector_path,32,0.0299080014229,0.0175439998507,1.7047424576731673,41.340112959648025,True,False
bf16,257,64,scalar_split,1,control,32,0.100256001949,0.099143999815,1.0112160305825362,1.1091626559831096,False,False
bf16,257,64,vector_split,1,vector_path,32,0.0639039993286,0.0515959978104,1.2385456632397778,19.26014278842106,True,False
bf16,257,64,scalar_fused,1,control,32,0.092188000679,0.0914879977703,1.0076513086498788,0.7593210651540389,False,False
bf16,257,64,vector_fused,1,vector_path,32,0.0580359995365,0.0451840013266,1.2844369208694668,22.144872686852104,True,False
bf16,257,64,quant_only,1,control,32,0.0346799999475,0.034580001235,1.002891807661325,0.2883469222934907,False,False
bf16,257,128,scalar_transform,1,control,32,0.140392005444,0.137880003452,1.0182187549253616,1.789277091708752,False,False
bf16,257,128,vector_transform,1,vector_path,32,0.0501039981842,0.0242520004511,2.065973826993205,51.59667625337787,True,False
bf16,257,128,scalar_split,1,control,32,0.201764011383,0.199551999569,1.0110848892457986,1.0963361596737153,False,False
bf16,257,128,vector_split,1,vector_path,32,0.111756002903,0.085923999548,1.3006378135432277,23.11464501591133,True,False
bf16,257,128,scalar_fused,1,control,32,0.188580000401,0.187888002396,1.003683034553433,0.3669519586003406,False,False
bf16,257,128,vector_fused,1,vector_path,32,0.10478399992,0.0788119971752,1.3295437709447195,24.786229543278534,True,False
bf16,257,128,quant_only,1,control,32,0.0621200025082,0.0620959997177,1.0003865432654135,0.03863939074508648,False,False
bf16,257,256,scalar_transform,1,control,32,0.30147600174,0.29608399868,1.0182110586321402,1.7885347519800845,False,False
bf16,257,256,vector_transform,1,vector_path,32,0.0922320008278,0.0392439991236,2.3502192153585804,57.450777635335314,True,False
bf16,257,256,scalar_split,1,control,32,0.419880008698,0.41459197998,1.012754778127293,1.259414263231433,False,False
bf16,257,256,vector_split,1,vector_path,32,0.210563993454,0.157843995094,1.3340006588695628,25.0375182837313,True,False
bf16,257,256,scalar_fused,1,control,32,0.39662001133,0.394379997253,1.0056798369405207,0.5647758592635078,False,False
bf16,257,256,vector_fused,1,vector_path,32,0.201839995384,0.149580001831,1.3493782117481514,25.89179287959034,True,False
