variant,round,dtype,M,N,block_dim,operation,scalar_median_ms,vector_median_ms,scalar_over_vector_ratio,latency_reduction_pct
old,1,bf16,17,256,32,fused,0.050271999836,0.0461800009012,1.088609762991444,8.139717831296025
old,1,bf16,257,16,32,transform,0.0194959998131,0.0155560001731,1.2532784517972166,20.209272044373872
old,1,bf16,257,16,32,split,0.0347999989986,0.0314280003309,1.1072928163483775,9.689651622793598
old,1,bf16,257,16,32,fused,0.0261920005083,0.0232840001583,1.1248926443149585,11.10262787708209
old,1,bf16,257,64,32,transform,0.066320002079,0.0299080014229,2.2174668625038922,54.90349745877005
old,1,bf16,257,64,32,split,0.100256001949,0.0639039993286,1.5688533269017295,36.2591784169612
old,1,bf16,257,64,32,fused,0.092188000679,0.0580359995365,1.5884623581096613,37.046037326937785
old,1,bf16,257,128,32,transform,0.140392005444,0.0501039981842,2.8020120256245695,64.31135944974756
old,1,bf16,257,128,32,split,0.201764011383,0.111756002903,1.8053975280247234,44.61053676670893
old,1,bf16,257,128,32,fused,0.188580000401,0.10478399992,1.7997022498184474,44.43525310362427
old,1,bf16,257,256,32,transform,0.30147600174,0.0922320008278,3.268670299182439,69.4065198239749
old,1,bf16,257,256,32,split,0.419880008698,0.210563993454,1.9940731642218181,49.85138870818477
old,1,bf16,257,256,32,fused,0.39662001133,0.201839995384,1.9650219005179406,49.10998194287708
old,1,bf16,4096,16,32,transform,0.228959989548,0.164403998852,1.3926667912385435,28.1953151829902
old,1,bf16,4096,16,32,split,0.390851998329,0.326331996918,1.1977127649766213,16.507527577405458
old,1,bf16,4096,16,32,fused,0.329380011559,0.272831988335,1.2072631716284192,17.168019078131238
old,1,bf16,4096,64,32,transform,0.907336044312,0.334331989288,2.713877443328952,63.15235227522435
old,1,bf16,4096,64,32,split,1.35565595627,0.782376003265,1.7327422500339944,42.2880119659816
old,1,bf16,4096,64,32,fused,1.26559200287,0.729120016098,1.7357800841115485,42.38901522413505
old,1,bf16,4096,128,32,transform,1.95200405121,0.551104021072,3.5419884025033763,71.76727062987477
old,1,bf16,4096,128,32,split,2.79515991211,1.3946559906,2.004193099193934,50.10460816364501
old,1,bf16,4096,128,32,fused,2.63829193115,1.32652797699,1.988870176064058,49.72019732434301
old,1,bf16,4096,256,32,transform,4.2334438324,0.989387989044,4.278851046585457,76.62924020694749
old,1,bf16,4096,256,32,split,5.86269989014,2.61995601654,2.237709279517781,55.31144241331043
old,1,bf16,4096,256,32,fused,5.57375602722,2.5354839325,2.1983006698544716,54.51031727765427
old,1,bf16,16384,16,32,transform,0.902927970886,0.642592000961,1.4051341590553041,28.832418345568
old,1,bf16,16384,16,32,split,1.50828399658,1.2471280098,1.2094059188213415,17.314775425063537
old,1,bf16,16384,16,32,fused,1.29836397171,1.06865997314,1.2149458240632613,17.691803190400467
old,1,bf16,16384,64,32,transform,3.61029586792,1.30570402145,2.7650185712920785,63.83387763168964
old,1,bf16,16384,64,32,split,5.38692817688,3.08136005402,1.748230678155288,42.7993106118474
old,1,bf16,16384,64,32,fused,5.04217185974,2.88537998199,1.7474897210115443,42.775056815719395
old,1,bf16,16384,128,32,transform,7.79492416382,2.16639194489,3.5981135279820258,72.20765847927977
old,1,bf16,16384,128,32,split,11.1498756409,5.51993598938,2.0199284307556535,50.49329546661706
old,1,bf16,16384,128,32,fused,10.5323318481,5.2602519989,2.0022485330175197,50.056150197651306
old,1,bf16,16384,256,32,transform,16.9182479858,3.87956008911,4.360867623442629,77.06878340850523
old,1,bf16,16384,256,32,split,23.4135955811,10.373475647,2.2570637246226335,55.69464924313585
old,1,bf16,16384,256,32,fused,22.2724761963,10.0610717773,2.2137279893531447,54.82733177655662
