variant,round,dtype,M,N,block_dim,vector_split_median_ms,vector_fused_median_ms,split_over_fused_ratio,latency_reduction_pct
old,3,bf16,17,64,32,0.0194360002875,0.0148000001907,1.3132432457476024,23.852644722286723
old,3,bf16,17,128,32,0.0298640012741,0.0247999995947,1.2041936194419223,16.956876049264807
old,3,bf16,17,256,32,0.0520479977131,0.046156001091,1.127653966609531,11.3203137123122
old,3,bf16,257,16,32,0.0319959998131,0.0234400004148,1.3650170327171902,26.740840880980855
old,3,bf16,257,64,32,0.0644599974155,0.0580760002136,1.10992487737482,9.903812376456763
old,3,bf16,257,128,32,0.111652004719,0.104560005665,1.0678270722050462,6.351877937031921
old,3,bf16,257,256,32,0.210380005836,0.201631999016,1.0433860045166037,4.158193068413271
old,3,bf16,4096,16,32,0.326848006248,0.272979998589,1.197333167035816,16.481057442377956
old,3,bf16,4096,64,32,0.782560014725,0.728936004639,1.073564770768261,6.852383085895858
old,3,bf16,4096,128,32,1.39451198578,1.32658004761,1.0512083219496537,4.871377145747738
old,3,bf16,4096,256,32,2.61764793396,2.53636398315,1.032047431421515,3.1052285433600315
old,3,bf16,16384,16,32,1.24853601456,1.06912002563,1.1678165076220284,14.370109218934182
old,3,bf16,16384,64,32,3.08299999237,2.88551197052,1.0684412415778024,6.405709449846109
old,3,bf16,16384,128,32,5.52027587891,5.26059608459,1.049363188152895,4.704108997742231
old,3,bf16,16384,256,32,10.3772636414,10.0615196228,1.0313813450092078,3.0426519891076325
new,1,fp16,1,16,32,0.0128999993205,0.00768399983644,1.6788130654719762,40.43410665743996
new,1,fp16,1,64,32,0.0173040002584,0.0124399997294,1.390996835595156,28.109110358102505
new,1,fp16,1,128,32,0.0250200003386,0.0203840002418,1.227433283055663,18.529176794804986
new,1,fp16,1,256,32,0.0441960006952,0.0391160011292,1.1298701150258377,11.494251710770117
new,1,fp16,17,16,32,0.0131040006876,0.00808800011873,1.6201781027740176,38.27839061101791
new,1,fp16,17,64,32,0.0185399994254,0.013259999454,1.3981900594880674,28.47896512966631
new,1,fp16,17,128,32,0.0287719994783,0.0234760001302,1.2255920650335625,18.406782441707854
new,1,fp16,17,256,32,0.0459479987621,0.0403160005808,1.139696351328613,12.257330750051128
new,1,fp16,257,16,32,0.028832000494,0.0204960003495,1.4067135051889945,28.912319650642143
new,1,fp16,257,64,32,0.0515200018883,0.0451559990644,1.140933717684418,12.352489500481246
new,1,fp16,257,128,32,0.0863200008869,0.0790799975395,1.0915529030433222,8.387399528512697
new,1,fp16,257,256,32,0.157167994976,0.149567997456,1.050812992413272,4.8355885186170084
