mode,dim,rows,dtype,scale,activated,round,original128_ms,original256_ms,auto_ms,baseline_ms,reduction_percent
hadamard,4,4097,fp16,1.0,True,3,0.0015143999829888345,0.0012951999902725219,0.0009576000273227691,0.0012951999902725219,26.06546984907857
hadamard,32,17,fp16,1.0,False,3,0.0009072000160813331,0.0009127999655902386,0.0009072000160813331,0.0009072000160813331,0.0
hadamard_int4,8,4096,fp16,1.0,True,3,0.0017847999930381774,0.0016224000602960587,0.0011432000435888767,0.0016224000602960587,29.536489083940033
hadamard_int4,1,4096,bf16,1.0,True,3,0.001735999993979931,0.0015319249592721461,0.000938399974256754,0.0015319249592721461,38.743737506397835
hadamard_int4,2,1,bf16,1.0,True,3,0.001095999963581562,0.0010936000384390355,0.0010255999863147736,0.0010936000384390355,6.218000158570092
hadamard_int4,1,4096,fp16,1.0,True,3,0.0017311999574303627,0.001531099993735552,0.0009375999681651593,0.001531099993735552,38.76298269209585
hadamard,256,17,fp16,1.0,False,3,0.0010231999680399896,0.0011847250163555146,0.0010231999680399896,0.0010231999680399896,0.0
hadamard_int4,8,64,bf16,1.0,True,3,0.0011343250051140785,0.0011528000235557557,0.001003200002014637,0.0011343250051140785,11.559738391401709
hadamard_int4,2,4096,bf16,1.0,True,3,0.001780799962580204,0.0015903500840067863,0.0010623750276863575,0.0015903500840067863,33.198668747841296
hadamard_int4,16,65,fp16,1.0,False,3,0.0011768000200390815,0.0011846750043332578,0.0011760000139474868,0.0011768000200390815,0.06798148181269559
hadamard,8,4097,bf16,1.0,True,3,0.001524799969047308,0.001321600005030632,0.0010312000289559365,0.001321600005030632,21.973363723463724
hadamard_int4,1,2,fp16,1.0,True,3,0.0010648000054061413,0.0010615999810397625,0.001000799983739853,0.0010615999810397625,5.727204067991809
hadamard,2,16384,bf16,1.0,True,3,0.0029287999495863914,0.0021215999498963357,0.0010159749537706376,0.0021215999498963357,52.11279328035997
hadamard_int4,8,65,bf16,1.0,True,3,0.0011264000087976456,0.0011408000253140926,0.001066350005567074,0.0011264000087976456,5.331143711075692
hadamard_int4,4,256,bf16,1.0,True,3,0.0011607999913394451,0.0011463999748229981,0.0010583999566733838,0.0011463999748229981,7.676205520084856
hadamard,4,16384,fp16,1.0,True,3,0.0029216000810265543,0.002112000063061714,0.0011136000044643878,0.002112000063061714,47.27272863571653
hadamard,16,16384,fp16,1.0,True,3,0.0029600000008940695,0.002212800085544586,0.0016119999811053276,0.002212800085544586,27.151124422132213
hadamard,8,4096,bf16,1.0,True,3,0.0015336000360548496,0.0013360000215470792,0.0010343999601900578,0.0013360000215470792,22.574854527904165
hadamard_int4,8,4096,bf16,1.0,True,3,0.0017880000174045562,0.001627199910581112,0.001143999956548214,0.001627199910581112,29.695180714478763
hadamard_int4,2,16384,bf16,1.0,True,3,0.0032368000596761704,0.003105599991977215,0.0011760000139474868,0.003105599991977215,62.13292062772149
hadamard_int4,2,2,bf16,1.0,True,3,0.0010967999696731567,0.001094324979931116,0.0010255999863147736,0.001094324979931116,6.2801265507681725
hadamard,4,4096,fp16,1.0,True,3,0.0015168000012636186,0.0012951999902725219,0.0009367999620735646,0.0012951999902725219,27.67140448507468
hadamard,2,16384,fp16,1.0,True,3,0.002927199937403202,0.002120799943804741,0.0010231999680399896,0.002120799943804741,51.75405530215376
