mode,dim,rows,dtype,scale,activated,round,original128_ms,original256_ms,auto_ms,baseline_ms,reduction_percent
hadamard_int4,1,4096,bf16,1.0,True,3,0.0029360000044107437,0.002764800004661083,0.0016176000237464905,0.002764800004661083,41.493054795304076
hadamard_int4,2,1,bf16,1.0,True,3,0.0017968000844120978,0.0017880000174045562,0.0016712000593543052,0.0017880000174045562,6.532436068977043
hadamard_int4,1,4096,fp16,1.0,True,3,0.002959199994802475,0.002765600010752678,0.00160559993237257,0.002765600010752678,41.943884649624565
hadamard,256,17,fp16,1.0,False,3,0.0017616000026464463,0.0019543999806046486,0.001762400008738041,0.0017616000026464463,-0.04541360640286651
hadamard_int4,8,256,bf16,1.0,True,3,0.0020584000274538996,0.0020687999203801155,0.0017152000218629837,0.0020584000274538996,16.67314423889853
hadamard_int4,2,4096,bf16,1.0,True,3,0.0031367998570203783,0.002908799983561039,0.0018751999363303185,0.002908799983561039,35.53355517987031
hadamard_int4,16,65,fp16,1.0,False,3,0.0020424000918865203,0.002024799957871437,0.0020424000918865203,0.0020424000918865203,0.0
hadamard,8,4097,bf16,1.0,True,3,0.0023687999695539475,0.002032800018787384,0.0017503999173641206,0.002032800018787384,13.892173298567867
hadamard_int4,1,2,fp16,1.0,True,3,0.0017440000548958779,0.0017368000000715256,0.0016224000602960587,0.0017368000000715256,6.58682287947695
hadamard,2,16384,bf16,1.0,True,3,0.004646399989724159,0.0033032000064849854,0.0017247999086976052,0.0033032000064849854,47.783969928814386
hadamard_int4,8,257,bf16,1.0,True,3,0.00205680001527071,0.0020664000883698465,0.0018807999789714814,0.00205680001527071,8.556983420484077
hadamard_int4,4,16,bf16,1.0,True,3,0.0019416000694036483,0.001958400011062622,0.0015320000238716602,0.0019416000694036483,21.096004887236873
hadamard,4,16384,fp16,1.0,True,3,0.00464560016989708,0.003275199979543686,0.001783199980854988,0.003275199979543686,45.55447020052098
hadamard,16,16384,fp16,1.0,True,3,0.004733600094914437,0.003492800146341324,0.0025111999362707137,0.003492800146341324,28.10353209297781
hadamard,8,4096,bf16,1.0,True,3,0.002367199957370758,0.0020360000431537627,0.0017559999600052834,0.0020360000431537627,13.752459588102928
hadamard_int4,8,4096,bf16,1.0,True,3,0.0031152000650763513,0.002897600084543228,0.0019912000745534895,0.002897600084543228,31.281059619813668
hadamard_int4,2,16384,bf16,1.0,True,3,0.006428000330924988,0.005958399921655655,0.0020263999700546264,0.005958399921655655,65.9908700876266
hadamard_int4,2,2,bf16,1.0,True,3,0.0017999999225139617,0.0017920000478625297,0.0016712000593543052,0.0017920000478625297,6.74107060724205
hadamard,4,4096,fp16,1.0,True,3,0.0023367999121546744,0.001992000080645084,0.0016023999080061913,0.001992000080645084,19.5582408065328
hadamard,2,16384,fp16,1.0,True,3,0.0046431999653577805,0.003274400159716606,0.001716800034046173,0.003274400159716606,47.56902179620101
